Experiment,Virus,Timepoint,IFNaConc,Replicate,TotalEventsCount,SingletsCount,PercLiveCells,LiveCellsCount,PerInfectedofLiveCells,CountInfectedCellsofLiveCells,CountNonInfectedofLiveCells,PercDeadCells,CountDeadCells,PercInfectedofDeadCells,CountInfectedofDeadCells,CountNoninfectedofDeadCells, SampleID, CellsPerUL,  TotalVolume, AcquisitionTime,CellsInExperimentInCellsPerUl
ES_IFNa_moredoses,CH058-TF,1,0,1,14392,14048,85.1,11955,0.26,31,11924,14.9,2090,0.096,2,2088, A01,148.0779793,97.19203402,164.7322611,296.1559586
ES_IFNa_moredoses,CH058-TF,1,0,2,14631,14298,86.1,12305,0.2,24,12281,13.9,1993,0.15,3,1990, C01,150.538229,97.19125895,164.7309474,301.0764581
ES_IFNa_moredoses,CH058-TF,1,0,3,14715,14366,85.6,12292,0.2,24,12268,14.4,2074,0.39,8,2066, E01,151.4029842,97.19095091,164.7304253,302.8059683
ES_IFNa_moredoses,CH058-TF,1,0,4,15077,14692,85.4,12549,0.27,34,12515,14.6,2143,0.23,5,2138, G01,155.3109026,97.07624994,164.5360168,310.6218052
ES_IFNa_moredoses,CH058-6MO,1,0,1,14782,14445,85.8,12388,0.29,36,12352,14.2,2056,0.39,8,2048, A02,152.2737844,97.07514695,164.5341474,304.5475689
ES_IFNa_moredoses,CH058-6MO,1,0,2,14873,14488,85.3,12357,0.32,39,12318,14.7,2131,0.23,5,2126, C02,153.0267881,97.19213339,164.7324295,306.0535762
ES_IFNa_moredoses,CH058-6MO,1,0,3,14928,14558,85.3,12422,0.39,48,12374,14.7,2134,0.28,6,2128, E02,153.5945933,97.19092109,164.7303747,307.1891866
ES_IFNa_moredoses,CH058-6MO,1,0,4,14771,14453,85.5,12355,0.32,40,12315,14.5,2098,0.048,1,2097, G02,151.9798998,97.19048387,164.7296337,303.9597996
ES_IFNa_moredoses,CH058-TF,1,0.1,1,14914,14522,85.7,12450,0.18,22,12428,14.3,2070,0.24,5,2065, A03,153.449433,97.19162661,164.7315705,306.8988661
ES_IFNa_moredoses,CH058-TF,1,0.1,2,15204,14787,86,12718,0.19,24,12694,14,2069,0.14,3,2066, C03,156.6217337,97.07465011,164.5333053,313.2434674
ES_IFNa_moredoses,CH058-TF,1,0.1,3,15292,14904,85.5,12739,0.2,25,12714,14.5,2163,0.18,4,2159, E03,157.3423247,97.18936101,164.7277305,314.6846495
ES_IFNa_moredoses,CH058-TF,1,0.1,4,15510,15137,85.9,13005,0.28,36,12969,14.1,2131,0.23,5,2126, G03,159.5806859,97.19221288,164.7325642,319.1613719
ES_IFNa_moredoses,CH058-6MO,1,0.1,1,14433,14035,85.4,11983,0.29,35,11948,14.6,2050,0.24,5,2045, A04,148.5011303,97.19117945,164.7308126,297.0022605
ES_IFNa_moredoses,CH058-6MO,1,0.1,2,14698,14258,84.4,12035,0.25,30,12005,15.6,2223,0.18,4,2219, C04,151.4083359,97.07523638,164.5342989,302.8166719
ES_IFNa_moredoses,CH058-6MO,1,0.1,3,14715,14291,85.5,12215,0.25,31,12184,14.5,2074,0.19,4,2070, E04,151.4035879,97.19056337,164.7297684,302.8071757
ES_IFNa_moredoses,CH058-6MO,1,0.1,4,14754,14335,84.9,12177,0.34,42,12135,15,2155,0.093,2,2153, G04,151.8029524,97.1917856,164.73184,303.6059047
ES_IFNa_moredoses,CH058-TF,1,0.2,1,14417,14089,90.1,12696,0.26,33,12663,9.88,1392,0.29,4,1388, A05,148.3375831,97.19047394,164.7296168,296.6751661
ES_IFNa_moredoses,CH058-TF,1,0.2,2,14942,14569,90.1,13124,0.37,48,13076,9.91,1444,0.21,3,1441, C05,153.9227011,97.07469979,164.5333895,307.8454022
ES_IFNa_moredoses,CH058-TF,1,0.2,3,15471,15105,89.3,13496,0.25,34,13462,10.6,1606,0.062,1,1605, E05,159.1820557,97.19060312,164.7298358,318.3641114
ES_IFNa_moredoses,CH058-TF,1,0.2,4,15483,15095,89.7,13545,0.27,37,13508,10.3,1549,0.065,1,1548, G05,159.3048078,97.19104034,164.7305768,318.6096156
ES_IFNa_moredoses,CH058-6MO,1,0.2,1,14442,14055,89.5,12577,0.36,45,12532,10.5,1476,0.27,4,1472, A06,148.7735818,97.07368623,164.5316716,297.5471636
ES_IFNa_moredoses,CH058-6MO,1,0.2,2,14652,14250,89.4,12745,0.28,36,12709,10.5,1503,0.47,7,1496, C06,150.7550223,97.19079192,164.7301558,301.5100445
ES_IFNa_moredoses,CH058-6MO,1,0.2,3,15019,14589,88.5,12914,0.25,32,12882,11.5,1673,0.24,4,1669, E06,154.5287935,97.19224269,164.7326147,309.057587
ES_IFNa_moredoses,CH058-6MO,1,0.2,4,14919,14458,89.3,12910,0.24,31,12879,10.7,1546,0.26,4,1542, G06,153.5012702,97.19137819,164.7311495,307.0025403
ES_IFNa_moredoses,CH058-TF,1,0.3,1,15137,14712,85.2,12540,0.23,29,12511,14.7,2168,0.23,5,2163, A07,155.7427707,97.19231225,164.7327326,311.4855414
ES_IFNa_moredoses,CH058-TF,1,0.3,2,15452,14944,85.8,12820,0.31,40,12780,14.2,2120,0,0,2120, C07,158.9862385,97.19080185,164.7301726,317.9724769
ES_IFNa_moredoses,CH058-TF,1,0.3,3,15781,15342,85.9,13174,0.24,32,13142,14.1,2167,0.18,4,2163, E07,162.3712329,97.19086147,164.7302737,324.7424657
ES_IFNa_moredoses,CH058-TF,1,0.3,4,15587,15131,84.9,12852,0.33,43,12809,15.1,2278,0.26,6,2272, G07,160.3771773,97.18963924,164.7282021,320.7543545
ES_IFNa_moredoses,CH058-6MO,1,0.3,1,14557,14130,87.6,12375,0.34,42,12333,12.4,1754,0.11,2,1752, A08,149.7773643,97.19092109,164.7303747,299.5547287
ES_IFNa_moredoses,CH058-6MO,1,0.3,2,15273,14826,88,13053,0.35,46,13007,12,1773,0.28,5,1768, C08,157.143681,97.19130863,164.7310316,314.287362
ES_IFNa_moredoses,CH058-6MO,1,0.3,3,15834,15337,88.6,13586,0.32,44,13542,11.4,1751,0.17,3,1748, E08,163.1107664,97.07513701,164.5341305,326.2215329
ES_IFNa_moredoses,CH058-6MO,1,0.3,4,15748,15293,87.6,13404,0.31,41,13363,12.3,1886,0.21,4,1882, G08,162.0310818,97.19122914,164.7308968,324.0621636
ES_IFNa_moredoses,CH058-TF,1,0.4,1,17176,16572,84.4,13993,0.29,40,13953,15.6,2577,0.16,4,2573, A09,176.9370294,97.07408371,164.5323453,353.8740587
ES_IFNa_moredoses,CH058-TF,1,0.4,2,17279,16649,85.1,14166,0.35,50,14116,14.9,2478,0.12,3,2475, C09,177.783532,97.19122914,164.7308968,355.5670641
ES_IFNa_moredoses,CH058-TF,1,0.4,3,17287,16687,85.4,14243,0.26,37,14206,14.6,2444,0.082,2,2442, E09,177.8669533,97.19062299,164.7298695,355.7339066
ES_IFNa_moredoses,CH058-TF,1,0.4,4,17785,17202,84.4,14527,0.36,53,14474,15.5,2674,0.19,5,2669, G09,182.9908296,97.19066274,164.7299368,365.9816591
ES_IFNa_moredoses,CH058-6MO,1,0.4,1,17096,16395,85.1,13955,0.28,39,13916,14.9,2438,0.16,4,2434, A10,175.8999267,97.19162661,164.7315705,351.7998535
ES_IFNa_moredoses,CH058-6MO,1,0.4,2,16619,16046,85.4,13707,0.3,41,13666,14.6,2337,0.086,2,2335, C10,171.1980221,97.07471966,164.5334232,342.3960442
ES_IFNa_moredoses,CH058-6MO,1,0.4,3,17065,16412,84.6,13883,0.36,50,13833,15.4,2529,0.079,2,2527, E10,175.5845596,97.18963924,164.7282021,351.1691191
ES_IFNa_moredoses,CH058-6MO,1,0.4,4,16269,15578,85,13235,0.37,49,13186,15,2340,0.26,6,2334, G10,167.3931368,97.19036463,164.7294316,334.7862736
ES_IFNa_moredoses,CH058-TF,1,0.5,1,13137,12628,89.6,11312,0.34,39,11273,10.4,1316,0.15,2,1314, A11,135.1651911,97.19218307,164.7325137,270.3303822
ES_IFNa_moredoses,CH058-TF,1,0.5,2,13736,13182,88.7,11699,0.4,47,11652,11.2,1478,0,0,1478, C11,141.3280504,97.19231225,164.7327326,282.6561007
ES_IFNa_moredoses,CH058-TF,1,0.5,3,13517,13047,89.1,11624,0.34,40,11584,10.9,1421,0.35,5,1416, E11,139.0752834,97.19196446,164.7321432,278.1505668
ES_IFNa_moredoses,CH058-TF,1,0.5,4,13296,12760,88.9,11339,0.26,29,11310,11.1,1417,0.21,3,1414, G11,136.8034889,97.19050375,164.7296674,273.6069778
ES_IFNa_moredoses,CH058-6MO,1,0.5,1,13526,13011,88.3,11487,0.28,32,11455,11.7,1522,0.2,3,1519, A12,139.3356824,97.0749184,164.53376,278.6713648
ES_IFNa_moredoses,CH058-6MO,1,0.5,2,13454,12971,88.2,11434,0.45,51,11383,11.8,1533,0.13,2,1531, C12,138.4289498,97.1906528,164.72992,276.8578997
