Experiment,Virus,Timepoint,IFNaConc,Replicate,TotalEventsCount,SingletsCount,PercLiveCells,LiveCellsCount,PerInfectedofLiveCells,CountInfectedCellsofLiveCells,CountNonInfectedofLiveCells,PercDeadCells,CountDeadCells,PercInfectedofDeadCells,CountInfectedofDeadCells,CountNoninfectedofDeadCells, SampleID, CellsPerUL,  TotalVolume, AcquisitionTime,CellsInExperimentInCellsPerUl
ES_IFNa_moredoses,CH058-6MO,9,0.2,2,16470,14090,20.4,2880,94.4,2718,162,79.5,11203,54,6051,5152, C06,169.4601515,97.19099065,164.7304926,338.920303
ES_IFNa_moredoses,CH058-6MO,9,0.2,3,16770,14302,20.6,2948,96,2830,118,79.4,11350,52.8,5998,5352, E06,172.5455695,97.19171604,164.7317221,345.0911391
ES_IFNa_moredoses,CH058-6MO,9,0.2,4,15475,13232,17.1,2262,94.4,2136,126,82.9,10968,52.2,5724,5244, G06,159.221291,97.19177566,164.7318232,318.4425821
ES_IFNa_moredoses,CH058-TF,9,0.3,1,14819,12961,12.9,1669,94.7,1580,89,87.1,11288,48.9,5522,5766, A07,152.4709382,97.19229238,164.7326989,304.9418763
ES_IFNa_moredoses,CH058-TF,9,0.3,2,16731,14530,16.5,2391,94.2,2253,138,83.5,12131,48.2,5844,6287, C07,172.3513844,97.07493827,164.5337937,344.7027688
ES_IFNa_moredoses,CH058-TF,9,0.3,3,15465,13440,14,1878,95.3,1789,89,86,11555,48.3,5586,5969, E07,159.1192314,97.19126888,164.7309642,318.2384627
ES_IFNa_moredoses,CH058-TF,9,0.3,4,14461,12543,15.5,1947,94.7,1843,104,84.5,10593,49.1,5202,5391, G07,148.9655277,97.07615057,164.5358484,297.9310555
ES_IFNa_moredoses,CH058-6MO,9,0.3,1,20000,17488,36.3,6342,88.5,5611,731,63.7,11144,46.2,5145,5999, A08,222.8787706,89.73488118,152.0930189,445.7575413
ES_IFNa_moredoses,CH058-6MO,9,0.3,2,20000,17630,38.5,6782,87.4,5927,855,61.5,10842,43.3,4700,6142, C08,226.8238197,88.17416101,149.4477305,453.6476394
ES_IFNa_moredoses,CH058-6MO,9,0.3,3,14853,13200,35.5,4680,89.6,4192,488,64.5,8512,43.4,3698,4814, E08,152.8227601,97.19102046,164.7305432,305.6455201
ES_IFNa_moredoses,CH058-6MO,9,0.3,4,20000,17737,33.9,6005,91.1,5470,535,66.1,11727,43.4,5093,6634, G08,206.377841,96.90962897,164.2536084,412.755682
ES_IFNa_moredoses,CH058-TF,9,0.4,1,20000,17863,42.1,7515,83.8,6299,1216,57.9,10341,35.5,3668,6673, A09,209.7837713,95.3362592,161.58688,419.5675427
ES_IFNa_moredoses,CH058-TF,9,0.4,2,20000,17894,42.5,7607,84.2,6405,1202,57.5,10283,36,3703,6580, C09,214.2238685,93.3602784,158.23776,428.4477369
ES_IFNa_moredoses,CH058-TF,9,0.4,3,19826,17612,37.6,6626,87.6,5806,820,62.3,10979,39.5,4336,6643, E09,203.9871186,97.19241162,164.7329011,407.9742373
ES_IFNa_moredoses,CH058-TF,9,0.4,4,19296,17020,36.9,6281,89.6,5628,653,63,10730,39.9,4280,6450, G09,198.537692,97.19061305,164.7298526,397.075384
ES_IFNa_moredoses,CH058-6MO,9,0.4,1,20000,18684,61.3,11459,53.1,6079,5380,38.7,7223,21.7,1570,5653, A10,276.1833522,72.41566097,122.7384084,552.3667045
ES_IFNa_moredoses,CH058-6MO,9,0.4,2,20000,18742,62.7,11751,47.8,5621,6130,37.3,6983,21.9,1529,5454, C10,285.4742806,70.05885069,118.7438147,570.9485612
ES_IFNa_moredoses,CH058-6MO,9,0.4,3,20000,18815,62.3,11730,49.1,5764,5966,37.6,7082,22.5,1593,5489, E10,287.0960541,69.66309608,118.0730442,574.1921081
ES_IFNa_moredoses,CH058-6MO,9,0.4,4,20000,18691,60.4,11290,54.2,6121,5169,39.6,7397,22.6,1671,5726, G10,279.9953514,71.42975731,121.0673853,559.9907029
ES_IFNa_moredoses,CH058-TF,9,0.5,1,20000,17988,47.7,8578,51.2,4391,4187,52.3,9408,28.7,2704,6704, A11,220.0136667,90.90344387,154.0736337,440.0273333
ES_IFNa_moredoses,CH058-TF,9,0.5,2,20000,18370,62.5,11479,50.7,5817,5662,37.5,6884,24.2,1664,5220, C11,251.3978264,79.55518265,134.8392926,502.7956529
ES_IFNa_moredoses,CH058-TF,9,0.5,3,20000,18291,60.2,11019,52.6,5794,5225,39.7,7268,25,1814,5454, E11,260.7517338,76.70131166,130.0022232,521.5034676
ES_IFNa_moredoses,CH058-TF,9,0.5,4,20000,18157,57.9,10521,51,5363,5158,42,7633,26.3,2008,5625, G11,247.9660747,80.65619469,136.7054147,495.9321494
ES_IFNa_moredoses,CH058-6MO,9,0.5,1,20000,18585,65.2,12125,13.5,1638,10487,34.7,6456,5.22,337,6119, A12,272.8296957,73.30580328,124.2471242,545.6593913
ES_IFNa_moredoses,CH058-6MO,9,0.5,2,20000,18794,72.6,13651,10.4,1418,12233,27.3,5137,4.98,256,4881, C12,297.3260994,67.26621053,114.0105263,594.6521989
ES_IFNa_moredoses,CH058-6MO,9,0.5,3,20000,18748,71.3,13361,11.7,1565,11796,28.7,5385,5.65,304,5081, E12,298.886191,66.91510215,113.4154274,597.772382
ES_IFNa_moredoses,CH058-6MO,9,0.5,4,20000,18682,70.2,13123,18.3,2396,10727,29.7,5557,9.47,526,5031, G12,289.9760068,68.97122358,116.9003789,579.9520137
ES_IFNa_moredoses,CH058-TF,10,0.2,1,12100,10536,7.22,761,92.1,701,60,92.7,9772,51.2,5004,4768, A05,124.4954433,97.19231225,164.7327326,248.9908866
ES_IFNa_moredoses,CH058-TF,10,0.2,2,11717,10206,6.88,702,94.2,661,41,93.1,9503,51.5,4895,4608, C05,120.554864,97.19226257,164.7326484,241.1097281
ES_IFNa_moredoses,CH058-TF,10,0.2,3,12373,10746,6.41,689,93,641,48,93.6,10057,51.1,5139,4918, E05,127.3045287,97.19214333,164.7324463,254.6090574
ES_IFNa_moredoses,CH058-TF,10,0.2,4,13155,11453,7.71,883,93.9,829,54,92.3,10567,51.1,5400,5167, G05,135.3501144,97.19238181,164.7328505,270.7002289
ES_IFNa_moredoses,CH058-6MO,10,0.2,1,14829,12487,16.5,2056,94.5,1942,114,83.5,10424,56.9,5930,4494, A06,152.5771184,97.19019571,164.7291453,305.1542369
ES_IFNa_moredoses,CH058-6MO,10,0.2,2,14581,12266,16.3,2001,94.5,1891,110,83.7,10262,57.1,5861,4401, C06,150.2034696,97.07498796,164.5338779,300.4069391
ES_IFNa_moredoses,CH058-6MO,10,0.2,3,14354,12043,15.9,1913,94.7,1811,102,84.1,10126,55,5565,4561, E06,147.687499,97.19170611,164.7317053,295.374998
ES_IFNa_moredoses,CH058-6MO,10,0.2,4,13127,11139,13.4,1494,94.4,1410,84,86.6,9641,54.6,5264,4377, G06,135.0623574,97.19214333,164.7324463,270.1247148
ES_IFNa_moredoses,CH058-TF,10,0.3,1,13267,11404,10.7,1222,93,1137,85,89.2,10178,50.6,5150,5028, A07,136.6663669,97.07582265,164.5352926,273.3327339
ES_IFNa_moredoses,CH058-TF,10,0.3,2,14103,12068,12.8,1545,94.2,1456,89,87.2,10520,49.5,5211,5309, C07,145.2790842,97.07522644,164.5342821,290.5581685
ES_IFNa_moredoses,CH058-TF,10,0.3,3,13662,11759,10.8,1272,93.7,1192,80,89.2,10484,50.9,5332,5152, E07,140.5677799,97.19154712,164.7314358,281.1355597
ES_IFNa_moredoses,CH058-TF,10,0.3,4,13997,11944,11.8,1407,93.7,1318,89,88.2,10532,49,5156,5376, G07,144.0148025,97.19139806,164.7311832,288.0296051
ES_IFNa_moredoses,CH058-6MO,10,0.3,1,18561,15917,29.7,4722,90,4250,472,70.3,11185,50.2,5618,5567, A08,190.974667,97.19090122,164.7303411,381.9493341
ES_IFNa_moredoses,CH058-6MO,10,0.3,2,18611,16016,31.1,4973,89,4425,548,68.9,11037,49,5412,5625, C08,191.4873173,97.19181541,164.7318905,382.9746347
ES_IFNa_moredoses,CH058-6MO,10,0.3,3,18345,15780,28.2,4452,90.5,4028,424,71.7,11320,48.9,5533,5787, E08,188.7511561,97.19145768,164.7312842,377.5023122
ES_IFNa_moredoses,CH058-6MO,10,0.3,4,18423,15874,25.5,4042,92,3719,323,74.5,11823,48.1,5682,6141, G08,189.5541027,97.19124901,164.7309305,379.1082055
ES_IFNa_moredoses,CH058-TF,10,0.4,1,18248,15902,33.8,5380,86.8,4671,709,66.1,10513,42.3,4442,6071, A09,187.9806804,97.07380547,164.5318737,375.9613608
ES_IFNa_moredoses,CH058-TF,10,0.4,2,18104,15850,33.6,5330,87.7,4676,654,66.3,10515,41.9,4401,6114, C09,186.2736663,97.19033482,164.7293811,372.5473327
ES_IFNa_moredoses,CH058-TF,10,0.4,3,17024,14661,28.4,4162,89.5,3724,438,71.6,10494,43.9,4611,5883, E09,175.1603041,97.19097078,164.7304589,350.3206083
ES_IFNa_moredoses,CH058-TF,10,0.4,4,17098,14629,27.7,4052,90.7,3674,378,72.3,10570,44.5,4707,5863, G09,175.9215478,97.19105027,164.7305937,351.8430957
ES_IFNa_moredoses,CH058-6MO,10,0.4,1,20000,18301,53.6,9812,66.4,6517,3295,46.4,8484,29.9,2540,5944, A10,259.0955645,77.19159545,130.8332126,518.191129
ES_IFNa_moredoses,CH058-6MO,10,0.4,2,20000,18222,57.2,10430,59.8,6237,4193,42.7,7787,28.3,2204,5583, C10,271.5287292,73.65703091,124.8424253,543.0574584
ES_IFNa_moredoses,CH058-6MO,10,0.4,3,20000,18307,56,10248,60.8,6230,4018,44,8049,28.4,2282,5767, E10,263.672535,75.85166198,128.5621389,527.3450701
ES_IFNa_moredoses,CH058-6MO,10,0.4,4,20000,18183,52.8,9600,66.6,6396,3204,47.2,8578,28,2400,6178, G10,261.0479241,76.6142848,129.85472,522.0958481
ES_IFNa_moredoses,CH058-TF,10,0.5,1,19691,17380,42.6,7407,56.5,4188,3219,57.3,9961,32.5,3239,6722, A11,202.6012077,97.19093103,164.7303916,405.2024153
ES_IFNa_moredoses,CH058-TF,10,0.5,2,20000,17932,58.3,10459,62.7,6559,3900,41.6,7463,28.6,2135,5328, C11,223.99668,89.28703764,151.3339621,447.99336
ES_IFNa_moredoses,CH058-TF,10,0.5,3,20000,18006,56.3,10138,62.7,6359,3779,43.7,7862,28.2,2215,5647, E11,228.5213003,87.51919394,148.3376168,457.0426006
ES_IFNa_moredoses,CH058-TF,10,0.5,4,20000,17761,52.9,9390,59.1,5548,3842,47.1,8367,30.8,2576,5791, G11,221.0840054,90.46335107,153.3277137,442.1680109
ES_IFNa_moredoses,CH058-6MO,10,0.5,1,20000,18411,62.8,11559,21.1,2443,9116,37.2,6845,7.92,542,6303, A12,257.6621442,77.62102602,131.5610611,515.3242884
ES_IFNa_moredoses,CH058-6MO,10,0.5,2,20000,18678,72.3,13499,16.7,2253,11246,27.7,5177,7.32,379,4798, C12,282.6219309,70.76591663,119.9422316,565.2438618
ES_IFNa_moredoses,CH058-6MO,10,0.5,3,20000,18653,69.5,12956,18.1,2349,10607,30.5,5690,7.22,411,5279, E12,272.2922107,73.45050358,124.4923789,544.5844215
ES_IFNa_moredoses,CH058-6MO,10,0.5,4,20000,18506,67.9,12559,26.9,3381,9178,32.1,5942,11.5,686,5256, G12,264.1404069,75.71730594,128.3344168,528.2808138
